product,review_title,review_rating,review_text
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,REALLY snug sleeves.....unwearable,2,"The sleeves are SUPER SUPER SMALL and TIGHT.  When buying a XXL I would expect way more room.  Just wearing a t-shirt I could barely get the sleeves on.  It was cheap enough just giving it away to veterans instead of hassle to return it.  Horrible fit though.  Very disappointed.  Anyone with a very muscular build would never get an arm in this coat.  I am 5'11"" and 230lbs and there was just no way.  It was like it was painted on.  And there was no give at all.  It was super skin tight."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Love This Jacket,5,I bought one of these several years ago.  It's taken lots of abuse over the years.  Converted it to a hunting layer this year and bought a new one.  Same exact quality and comfort as the one I bought about 10 years ago.  I'm just hoping I can find the same jacket again in 10 more years.  You can't go wrong with this jacket!!!
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Great, thin fleece for the price",5,"At $25 this was an amazing deal.  Not as high-quality fleece as my wife's Patagonia but a very solid, well-fitting jacket.  Very soft, but also nice and thin, so it fits perfectly as a layer under a winter coat.  Also great as a standalone jacket now that it's in the low 50s.  Very pleased with this purchase."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Good,4,"Not sure if fleece is still graded in 100/200/300, Polartec scale. Or Patagonia's R1/R4, with the 1's being the lightest weight, but I'm not sure if this jacket even qualifies for a 1 rating. It's the first fleece I've owned that was see-through, so I know there's not much water resistance going on here.That being said, I've been out hiking with this jacket and just a dri-fit t-shirt and was quite comfortable. It was lower 40's/4.4c no wind. Have not tried layering over it yet, but under I have used that t and a dri-fit thermal, and had the jacket off within 15 minutes, it was hot. Of course YMMV.I'm 6' 160, the medium size fit okay, even layered. Price just seems a little steep for such lightweight, but I'm keeping it. 4 out of 5 stars. Happy hiking."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Nice cool weather jacket,5,"Very comfortable and good looking. This jacket is great if you need a bit of warmth in cool weather. I can wear it comfortably into the 30's unless there is a cutting wind. I also wear it as a light rain jacket, but not if it is raining hard or if I am going to be exposed to precipitation for more than a few minutes."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Excellent Fleece Option,4,This is an excellent buy and a fine product.  I don't usually buy fleece with style in mind but this is probably one of the most stylish pieces of fleece I've ever owned.  The fit is good and exactly as described.  Anything you buy from Columbia is no worse than a solid product--this is not a low-end fleece item (it's well made) and the price is a bargain.  It's got enough give in the right places so it's appropriate for outdoor athletic activity (say…layered over some polypropylene if you were going cross-country skying and under a rain jacket if you were doing field trials).  It also works for indoor wear as a sweater replacement and is smart enough to even get away with wearing in a business environment if it's a very casual one.  The fleece level is light enough that I wouldn't want to wear it in a stiff wind (but then that's true of almost all fleece--without a liner it's not going to keep out the wind).  You will find cheaper fleece versions around but they won't be as stylish and as well made as this one.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Accidentally found a Christmas treasure.,5,This was accidentally delivered to me. Since the name actually started with the first letters as my name I accidentally opened it. I have since ordered three as Christmas gifts lol.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Perfect fit!  No loose stitching either!,5,"I read the reviews where people were complaining about the stitching.  From the two I bought, the stitching is perfect!  Must be more people loving to complain about non-existent things!  The fabric is polar fleece, a little thicker than the normal fleece, but still breathable.  The fit is perfect!  I've washed it a couple of times and it has NOT fallen apart like the other reviewers.  Order one, see for yourself!  Finally a tall size that actually is cut the way it should be!  great jacket!"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Super comfortable,5,This Fleece Jacket by Columbia is my second and the first has lasted for years. It is my favorite for layering. What I like most is the huge pockets and this new jacket has those with an added bonus of inside pockets the same size as the main ones. The outer ones are zippered but the inside ones are open. They are perfect for slipping in my tablet or e-reader but could hold much more. You just need to be careful when you take it off because these inner pockets are open at the top. That works well for my tablet though. Another point is that on my old one it was the inner pocket that wore first and this extra pocket promises a longer life since there is an extra layer there. As far as size it fit as expected but is also quite stretchy with an elastic cord you can adjust on the bottom which adds to the comfort and the flexibility. Like most fleece it's quite warm but not a great choice in biting wind. Layering with a wind breaker makes it a versatile combination.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Excellent jacket, no complaints.",5,"Great looking, lightweight, warm, and comfortable. What more can you ask from a fleece jacket? The color schemes are fashionable and many people will complement it. It has nice fleece lined belly pockets for when you forget your gloves. You’ll get exactly what you expect. The Fit is pretty much spot on, as you can see in the photo. I’m 6’ and 200 lbs, the large fits exactly right."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Disclaimer: this is about the one jacket that I ...,3,"Disclaimer: this is about the one jacket that I home. It is probably not a blanket statement about all of the jackets.I purchased this and started wearing it mid-November. It is now January and I have noticed that the left pocket has a hole in it.  To add insult to injury, I realized it had a hole in the pocket when I discovered that I had lost flash drive with an important document on it. It is inconvenient and frustrating not being able to use that pocket."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,I like it and it fits as expected everywhere except for ...,3,"I like it and it fits as expected everywhere except for around the bottom.  It is so tight around the bottom that it just doesn't match the fit of the rest of the jacket.  I even cut out the draw strings that you can tighten the bottom with but it's still tight.  It's almost so tight that it looks funny on me.  Please note that I'm a 5'3 female weighing 140 pounds so I'm not big by any means. I ordered a mens jacket because I wanted a loose baggier fit than you get in a women's size.  Also, I ordered the black but it's definitely a dark charcoal gray color. Which is fine with me but not what I expected."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Good Fleece, but terrible delivery protocols",4,"The Columbia Men's Steens Mountain Full Zip 2.0 Fleece is fine, fits as expected, and seems to be of quality. However, the delivery person should ring the doorbell before just leaving on the front door. Would take literally 2 seconds. Yes, I said that it could be left at the front door if no one was at home. The ring would have announced it at the door since I was home. Package could have been stolen if left and I was actually home. Sloppy work."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Authentic brand,5,Very nice for the price and it is authentic Columbia brand. It fits very well and is of high quality. I ordered black in color and it it more of a charcoal grey but not a problem. For the price as compared to another leading brand you can't go wrong buying this.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Not as good as before,3,"The quality level doesn’t live up to the previous years version.  The material feels thinner, cheaper, and weaker.  The strap used to hang the jacket by its collar broke in the 1st week I used it.  I just went back to using my older Columbia, even tho it’s a little big."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Very comfy""",5,"My daughter bought me a red one a few year's ago.  I'm 85, and stay home a lot, so I wear it all day, and also to bed, as a pajama top.  Thought I'd get a black one, to have a spare.  Not the warmest jacket there is, but it's nice to wear sitting around watching TV"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Bad fitting and cheap feeling material,2,I had high expectations for this jacket but it all fell flat after I touched it. The fleece material feels bad and the fit is so bad. It might be a great option for people with belly but it is definitely not for fit people. Both medium and large felt so loose and out of structure/shape.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Good jacket for ~35°+,5,"Fits just as expected. If it is windy you will want a different jacket. This lets air through, but other than that it’s a perfect jacket"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Warm enough for NC winters, looks great",5,"Looks just like the picture.  Very soft.  Collegiate blue is not too bright, not too dark (I get annoyed by the is-it-blue-or-is-it-black? blues) but doesn't show every bit of dirt, either.  Looks terrific with my son's gorgeous red hair.  Interior pockets are big enough for my son to stash an iPad mini and a game system in a case.  Zipped exterior pockets would be great for keys, money, etc. that are easy to lose.  My son is a thin, 5' 3"" and the men's small fits him with enough extra room to be comfortable-- not as fitted as the picture on him but he would feel constricted if it did.  Plenty warm enough for NC winters."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Comfortable and well made,5,"STYLE:Columbia's fleece is a bit shaggier than most other brands.  This makes it very soft and very warm, but also less ""slick"" than some others.  It doesn't have any nylon patches or extra zippered pockets like many others.  The design is clearly more function than fashion, but the overall cut of the jacket is relatively slim.FIT:I bought this to wear as a second layer under my overcoat and to wear around the office when it gets cold, instead of a cardigan.  I am a shirt size 15.5 32/33 and the medium is a good fit, though it would probably be too tight over a heavy sweatshirt or sweater.QUALITY:Quality is perfect.  No issues with any zippers or seams.OVERALL:For the price, this is an excellent product.  I wear it every day and am giving it five stars.  However, if you are looking for something that will make a fashion statement, then I suggest you look elsewhere."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Very nice looking. Very comfortable,4,"Very nice looking.  Very comfortable.  Sizing accurate.  My only small pet peeve is, as other reviewers have noted, it's really lightweight.  Fine down to about 50 degrees,  but if you go out in temperatures below that this will not keep you warm.  So I will wear this in the spring and fall, and hang on to my 10 year of old similar style (but heavier) Columbia jacket for the winter --- even though it looks a little worn."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Fits like a glove,5,"I'm 5 foot 7 inches, 145 pounds, and the medium size fits perfect. I bought the fleece to wear under my snowboarding jacket on very cold days, and it's a perfect fit without being too bulky underneath the jacket. Even by itself, the fleece is warm enough to wear as a fall or springtime jacket here in Syracuse NY. You can't go wrong with the price, fit, warmth of the fleece. About to purchase another one in a different color just because it's that good. Well done Columbia!"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Good, not great, worth only $25",3,"I'm 5'6"", thin build and small size and this runs slightly large in the arms and trunk with just T-shirt underneath, but would probably feel just right with another layer underneath. However, the neck feels just right and if it was any tighter, it would be uncomfortable.Positives - functions well, does keep me warm, color for black top gray bottom is accurate, looks just like the pictureNegative - fleece material feels cheap and would probably wear quickly, pocket lining is a cheap felt that catches onto any skin defect for all but the most moisturized/lubricated of handsBottom line - would NEVER pay more than $25 for this and feel like that is the true MSRP for this item, would've rate this much lower if paid full price"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Positives vs Negatives,3,Positives warm and lightweight. The Shipping was very fast . The negative .I am seeing a lot of different material qualities from jacket to jacket.I had owned one previously seemed like the material was much better . Another thing why are the prices based on color ? Doe a black jacket cost more to make than a blue one ? Or is the price based on how many you have of each ? Makes no sense . Anyway a great warm up jacket for a chilly day. Just wished they would get the quality and pricing fixed .
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Still A Good Fleece,4,"This product or very similar, has been around for over a decade. It was made in Vietnam 12 years ago and was of high quality.(It still fits and wears well). A new one made in Bangladesh is ALMOST as good. Fit is just a little more snug but is fairly true to size chosen. Quality feels good. Collar is a little less wide but okay. Zipper seems to be fine. Pockets are zippered well and quite large. Sleeve bands fit snug but seem fine. Logo attachment seems secure and is stitched on. This is a well priced versatile fleece that seems to still be of good quality and worthy of the Columbia brand logo"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Very nice,5,"I couldn't be happier with this jacket.  It is my first Columbia jacket and I am seriously thinking about buying a second one.  I am 5' 8"" tall and weigh 210 pounds and the X Large fits me perfectly.  Very soft and warm for a light to medium weight jacket.  Probably still will need another type of coat for the really cold weather but this works well for 30 degree F and up or for layering items.  I bought the black one and it is more of a black/dark gray shade but it looks nice.  I did notice that the price of this jacket does vary depending on the color so be aware of that if you are purchasing this."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Good Product, worth the money",4,"Product arrived in time as promised. Product packaging was poor but fortunately no damages. The jacket was packed in a thin plastic clear pouch then stuffed in a air bubble layered envelope.Color - Nice blue color as ordered, No surprises there.Fit - Fits perfect for me.Zipper is  tight and if you are not careful enough you might break it; but I guess it would be more comfortable with the usage. Side pockets are quite useful either to shrub in that gasoline receipt or your hands if it is too cold.material is thick fleece which is quite warm with 1 layer for an external temperature of around 48F and above. I live in MI , so I had to substantiate it further with an outer jacket.Overall, For the price I paid ( $27.0), it is good, worth every penny. The reason I gave only 4 stars, is due to the zipper."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Love Columbia jackets,5,"I own several of these.  They fit well and they're perfect for those 35 degree/sunny - 50 degree/cloudy days when you need to wear SOMETHING on that run to the supermarket, but you don't need a heavier jacket or parka.  These jackets don't weigh me down, they're light and comfortable."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Too Snug at the underarms for a Large Tall thin person,4,The jacket looks nice and the sleeve and back are long enough for a tall person. The only difficulty is the under neath at the arm to shoulder area is too snug. The person that received the jacket is very slender but it is still snug and noticeable by the wearer. I have always found Columbia clothing to run a bit on the small side but I took a chance on this item. The person that got this jacket always wears Large Tall sizes The color shown on the pic on Amazon is also much lighter too. The jacket is several shades darker but it’s still a pleasant color just closer to black than was expected.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Recommended,5,"I really like this fleece jacket. It’s warm enough that I use it as my primary coat throughout the winter - we’re typically in the 40s. Once it get below 40 I generally go with something heavier, but this gets the job done.It is a little tight fitting around the midsection but that’s my fault, not the jackets. Sleeve cuffs are a little on the tight side too but it’s gotten better over time. No major complaints."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"This is my ""office jacket.""",5,"I work in a severely air-conditioned office, so -- unlike most people -- I have to put on a jacket *while I'm at work.*  Strange, I know.But this one is great. It's fleece, so it's comfortable over my work shirt. It's black, which is a nice conservative color. And it's affordable, so I can leave it at work without worrying about it getting stolen and being out a huge sum. Great ""office jacket."""
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Great for the cold,4,I love this jacket! I had a Columbia for work but had to change color for uniform regulation. It says black but it has a kind of shiny look to it to make it look lighter than black. It is thicker than the one I had before so if your moving around a lot you'll get warm. It's great for me cause I work in a refrigerated room and a freezer and it keeps me warm. The quality however is a little less than expected. The stitching on the wrist came undone within 2 weeks of having it
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Nice Basic Fleece,5,"Originally ordered a medium, based on size chart. I'm 6ft 2in, 210lbs. It fit but was too slim for me--like if you took out the slight bagginess you see through the torso in the jacket on the male model. Returned med for a large, which is a tad roomy through the torso, but allows me too wear a heavier layer underneath. Overall, it seems well-made, & I expect it'll be the only fleece jacket I'll ever own again."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Good lightweight jacket,5,Columbia quality. No pilling and no annoying threads popping out everywhere. Just a good lightweight jacket for driving or at the stadium. Large fit me well. A+
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Classic essential piece of gear,5,This is a classic... works great on its own as a light jacket or as a warm layer.  Pairs well with a softshell or rainshell.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Warm and comfortable,5,"I've been looking for a good winter fleece to wear around the house and decided to give this a try.  If anything, I'd say it's warmer than expected as I sometimes leave it unzipped.  And unlike my old one, the zipper doesn't unzip itself from the bottom while wearing it!"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Nice but almost certain it’s  fake!,4,"Nice jacket but I am pretty sure it’s a fake, which is a little upsetting to me. I don’t know how they get away with marketing fake Columbia stuff on Amazon."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Columbia Product Quality seems to be decreasing with the years.,3,Just received my Columbia Steens Mtn Full Zip 2.0 Fleece through the mail. On initial inspection the XLT size fits me well.  The thickness or weight of the fabirc seens thinner or lighter than what I would expect from a Columbia fleece at this price ($39.00).  The elastic in the cuffs and waist seem to be of cheaper quality as well feeling thinner and lighter than other similar fleece jackets I’ve had in the past.  Based on this intital observation I give this fleece a 3/5 stars.I will update this review in time to see how this product wears and where my product satisfaction goes.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Runs large, I had to move a size down.",4,"I'm 6'2"" and 185 lbs., and I typically wear a large. But this large was too big for me. So I ordered a medium that fits great.Otherwise I like it, comfortable and warm. I was actually looking for something a little lighter-weight, but I'll put this to good use anyway."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"No insulation whatsoever, what's the point?",1,"This seems to be either a revised product from columbia or a fake. Either way, this item went from mediocre originally to pretty awful currently. Wearing this thing is like wearing mesh with some lint stuck in it. I know this is no wind breaker, but this fleece is extremely permeable making it almost like wearing nothing if there is any amount of air flow. Indoors with no air movement it makes 70 degrees feel like 73, so that is something I suppose."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Nice Jacket,4,"I ordered this jacket for my husband. He requested the jacket be black... so I ordered black however when the jacket came it was a dark grey. I requested a return label to ship it back and get the correct color and again it came and it was dark grey. (I know this sounds ridiculous, but the color is seriously grey.... not black.) Just know if you order the black one you will be getting a dark grey jacket. It is a nice quality jacket, just completely misnamed."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,At this price it's a great buy,4,"I ordered this item to have a jacket for outdoors yard work, walking the dog, etc. It is great for this purpose, and looks nice enough to wear around other people.Was a bit hesitant with picking my size. Usually, I am a large in Europe and oftentimes a medium here in the US. (I'm 6'4, slim.) But I ordered a large just to be on the safe side, since it doesn't matter if a fleece jacket is a little big. Turns out this was a wise move: the jacket is pretty much a good fit, perhaps on the large side, but the arms are just about right. Just 1/4 inch shorter, and I would've had to return it. While I realize my arms are longer than most people's (which comes with my height), it appears strange to me that a fleece jacket doesn't have extra long arms.I haven't washed this item yet, and if it shrinks I'll be in trouble armlengthwise. It produces quite a bit of static electricity that makes one's hair stand up, but I cannot tell if this is due to the winter's dry weather and my body's reaction to it. (I always get electrocuted from all sorts of things, from grocery store carts to door knobs to my car, during the winter.) I expect this problem to go away as soon as I dare wash the jacket - with lots of softener, just to be sure.The jacket has good-sized pockets with zippers and a string to tighten it at the bottom (which is great to keep cold air out). It isn't very thick, but this is not a problem (it IS warm, despite its thinness) unless it is windy - the wind tends to go straight through and can be quite chilling. A thin jacket on top would solve this, undoubtedly."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Nice,5,Just got it don't know how will be outside seems nice. As far as size i typically wear  a large. I'm 5-10 160 lbs  however the medium in seems t fit fine . I ordered both sizes. I called Columbia customer services and they have different sizing charts for different types of outerwear. They told me for this particular jacket medium would be fine if normally wear large..
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Not as pictured,1,"I was looking forward to receiving this package. However, I didn't receive the item as pictured. I would have been happy with the fleece otherwise. As you can see in the photo, the logo is different then the light grey fleece pictured. Not sure if it's a knock-off or what?"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Comfortable but poor sewing that gives out quick!,1,Bought two of these and within two months both have stitching that has given out.  One has lost all of its wrist stitching around the elastic wrist band....the other had stitching give out with the connection to the draw string around the waist.  Columbia products used to last a long time.....these don't hold a candle to MANY previous items I've owned!
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"A great-fitting coat with no hood, but it keeps me warm!",5,"It feels nice and roomy inside, since it's a 5XT coat, even it doesn't have a hood for rain and snow."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Warm nice fit,5,"I have owned Columbia clothing before and I am never disappointed. Great fit - I wear a 2XL. I am 6 ft and about 200 lbs. This can be worn inside on a very cold day or in a drafty office or house, it is that comfortable."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Feels great,5,"I did not get this for temps below 50, but for casual wear on a chilly day or evening, the fleece is soft and comfortable, it is perfect for that,  I am satisfied with the jacket"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Son loved it,5,Bought this for my 18 year old. Tired of seeing him looking like a perp in hoodies all the time. Put the package on his bed and the following morning he was wearing it when he went out the door. Loved it. I've had several of these over the years and I'm a big fan as well. Goes for everything from raking the yard to dinner dates. Wonderful quality product at a great price.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Warm and comfortable fleece,4,"I bought this Columbia men's fleece after missing out on a Northface fleece sale and have to say I am not disappointed at all. The material on this fleece is very comfortable and warm.The only downside (and reason I gave it 4 stars instead of 5) is that sometimes one of the zipper pockets doesn't work - moving the zipper up or down does not close the pocket. It still works sometimes but other times it stays open. Not sure if this is a problem for others but for me it's not too bad since I don't need to keep things secured in the pockets that often. And when I do I still have the other pocket whose zipper is still in fully working condition. I do have to say that I've had this fleece for about 5 months now and I feel that this zipper failure is a bit premature.Fitment is pretty much as expected. I'm 6'2"" and around 200 lbs and the Large size fits pretty much perfectly."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,You'll need a lint roller with this one,3,"OK for a lightweight fleece jacket, but the quality isn't what I expect from Columbia; maybe this is their low-end production model. It's pretty thin, not even as heavy as an average hoody. And although it's what I would have called “fitted” in style, it has kind of a weird cut that is not that flattering when it's zipped up. My teen son is using this jacket but has already asked for a nicer replacement.And BEWARE if you have pets: this fleece is a magnet for dog hair! Tag shows “Made in Sri Lanka” for those interested in little details."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,So far it's a great value for the price and would buy it again ...,5,"I'm 5' 11"" and weight 180 lbs. my chest size is 41"". This in the large size, for me, fit perfectly...any smaller would have been too tight with under garments ...any larger would have been too roomy. This fleece jacket has two front zipper pockets and two inside pockets, behind the two front pockets, that are opened with no zippers. It has a concealed draw cord at the bottom of the jacket to prevent drafts up the jacket.  So far its holding up well...I've only had it about a week. I ordered it in black and when it came it look a little lighter than a deep black...I would call it a ""smokey black"" probably due to a reflection of light on the fleece.  So far it's a great value for the price and would buy it again for another."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Nice jacket,4,Columbia has come along way. From the Walmart brand to some top end outdoors gear.  This jacket is nice. It does seem big but for me its hard because I am right between L and XL. Went with XL and it is just a little bit big but i like it.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Lightweight and warm,5,"Love this jacket.I am an aircraft mechanic, and it’s lightweight coupled with the warmth and relatively thin material allows me to get into tight places on the aircraft without taking off my jacket and freezing while I work.Keeping my core temp up prevents my fingers from being cold and insensitive to small parts that may otherwise drop or get lodged in places that require disassembling parts of the plane to retrieve."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Fits Just Right....,5,"I actually love this jacket. Was actually looking for something that was in the color Black, but decided to add some lighter apparel. Fits perfectly and is soft and lite. Not to snug or tight. Fits the chest and waist just right.. Very nice.... Thanks"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Excellent quality, as with Columbia brand",5,"Excellent quality, as with Columbia brand, you always get quality! Soft. Warm. Fabric is non-pilling. I wash in cold with other clothes and let air dry. Did not shrink. True to size and arrived on time. I know they have competition with North Face and Under Armour... I've bought all 3 brands over the years for the family.... I'll always recommend Columbia coats, jackets, mittens, gloves, hats, ect."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Recommend if u do not require ""Tall"" sizing",3,"Had to score this low on principle alone. If ur a Prime member and u get ur merch 8 days late due to seller sending to the wrong place, it's unacceptable. Also product ordered was supposed to be ""tall"" but wears like a normal size. Product is nice though... if u don't mind the wait or are of regular size go ahead and order with confidence"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Love! But one issue.,3,I love this jacket I’ve got four in different colors. That’s how committed to then brand I am. However even this one I have now has threading problems! I would give a five star because of comfort but I simply can’t. I have the same problem every time. After a few washes the threads seems to come loose from around the wrist and sides which slowly makes the jacket fall apart over time. That is the only complaint I have.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Fabric is pilling. I heard they make special detergent for these things by the way,3,"It fit all right after I shrank it in the dryer. The only thing is, the fabric is starting to pill on the sleeves. You know, I think some of these “name brand” products on here are knock-offs and it wouldn’t surprise me if this one is. But the price was right. Maybe no one wanted the grey color and that’s why it was so cheap."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Solid,5,"I ordered a medium for my husband, it fits pretty well and I like the charcoal color. I have one for myself too, the only downfall of the fleece is that strong winds bellow right through the fleece so you feel it. Good for a layer under another jacket, or days that aren’t windy."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Good jacket,5,I use this jacket for work as we can’t use hoodies and to be honest it’s a good jacket. For only 25 bucks you can’t ask for much more it is a bit on the loose fit side of things but I expected this as my previous jackets fit just like this one 10/10 would buy again.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,dropped two STARs when the zipper FAILED just after a month,3,"I have another of these I obtained a couple of years ago, it is still good and has never failed.  After a month this one broke it's zipper.  Still using it as it is just an insert into my rain duster, but did not care for the failed zipper!"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Very good product!,5,"My husband couldn’t be happier. He never tries clothes before buying it, so it took a while for me to figure what he likes so I could buy it for him from the first shot. He loves these jackets so much, and he got two of them already different colors. The size is XL Long, and it’s perfect for 6’4. Very soft and warm!"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Comfortable, but bad zipper.",3,"This fleece was great. I thought it was very well made, and most of it is. Unfortunately the zipper fell to pieces in the wash. Hence, the fleece is no longer functional.  My experience is that Columbia products typically last much longer than 3 months."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Price was great and fits like it’s supposed to!,5,It fits great but I actually thought it was going to be brown and not green I see y’all don’t have a brown but the green is fine  so all is well!
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Great Fleece Jacket for Spring or Fall!  I own two,5,This is a nice fleece jacket!!  It is on the thin side as fleece jackets go but that can be just right depending on the temperature.. The sizes run large. I would normally wear a large and ended up getting a medium. I like the color and fit of the jacket. My wife keeps borrowing it so I bought a second one in another color so I would have two. The price is good as well and it was nice having it delivered.Would I purchase this item again knowing what I know now? Definitely!  Would I recommend this product to someone else?  Yes.Hope you have good results.David
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Very impressed,5,"My husband was looking for a jacket to wear in his man cave to avoid turning the heater on & this jacket has done nothing but exceed expectation. I was a little worried on color combo (brown blue) but I don’t hate it. It keeps him warm, he’s happy so I’m happy!! Worth almost getting another one for back up!"
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,An essential winter garment,4,"Pros: This fleece is really soft and warmer than it looks considering how lightweight it is. The elastic at the ends of the sleeves keep them snug while using much less real estate than your usual sweatshirt. The zippers on the pockets and adjustable waist are nice touches.Cons: I originally bought the large because that's my usual size. The sleeves fit perfectly but the rest of the garment was considerably too large. I returned it and got a medium instead, which fit wonderfully, with the exception of the sleeves being a little shorter than I'd like.Overall, it's a great product at a great price."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,This jacket does not breathe,2,"I was expecting this to be similar to my 2 other Columbia Fleece jackets-- I bought this one for the great color. But this fabric does not breathe at all so it becomes hot quickly. I have been intending to return it but missed the last day by two days.  Oh well, I'll donate it."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,"Columbia Men's Steens Mountain Full Zip 2.0, Soft Fleece with Classic Fit",4,Jacket is exactly what I expected.  A wonderful jacket.  I purchased a 2nd one as a backup.Jacket was $70.00 at Big and Tall store....$30.00 from seller.  Great jacket for a great price.
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Columbia Quality,5,"Easily the best of the eight or so fleece sweaters I've got. The thick, warm fleece is hard to be when there's a slight chill in the air. Fits as expected, with nice features. Only knock I'd give is that it seems some colors are not available and are priced differently, probably supply/demand..."
Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket,Recommended Jacket!,5,"I bought this jacket and had it sent to my son who is a Freshmen in college.  The weather where he is at was getting cooler, so I did a Prime order to him.  I checked up on him with his jacket to make sure he got it and it was working for him.  Who said ""My Columbia?  I wear it all the time""  So with that response, I give this jacket a thumbs up.  My son is warm and he wears it on a regular basis.  The Prime order worked well also.  I love being able to get what he needs off of Amazon and get it sent to him Prime."
